month_start,year,month,year_month,state,fatalities
1995-08-01,1995,8,1995-08,NSW,53
1995-08-01,1995,8,1995-08,NT,5
1995-08-01,1995,8,1995-08,QLD,33
1995-08-01,1995,8,1995-08,SA,19
1995-08-01,1995,8,1995-08,TAS,8
1995-08-01,1995,8,1995-08,VIC,34
1995-08-01,1995,8,1995-08,WA,15
1995-09-01,1995,9,1995-09,ACT,3
1995-09-01,1995,9,1995-09,NSW,41
1995-09-01,1995,9,1995-09,NT,2
1995-09-01,1995,9,1995-09,QLD,43
1995-09-01,1995,9,1995-09,SA,16
1995-09-01,1995,9,1995-09,TAS,6
1995-09-01,1995,9,1995-09,VIC,34
1995-09-01,1995,9,1995-09,WA,21
1995-10-01,1995,10,1995-10,ACT,2
1995-10-01,1995,10,1995-10,NSW,60
1995-10-01,1995,10,1995-10,NT,5
1995-10-01,1995,10,1995-10,QLD,41
1995-10-01,1995,10,1995-10,SA,26
1995-10-01,1995,10,1995-10,VIC,32
1995-10-01,1995,10,1995-10,WA,21
1995-11-01,1995,11,1995-11,ACT,1
1995-11-01,1995,11,1995-11,NSW,59
1995-11-01,1995,11,1995-11,NT,2
1995-11-01,1995,11,1995-11,QLD,39
1995-11-01,1995,11,1995-11,SA,15
1995-11-01,1995,11,1995-11,TAS,4
1995-11-01,1995,11,1995-11,VIC,38
1995-11-01,1995,11,1995-11,WA,17
1995-12-01,1995,12,1995-12,ACT,4
1995-12-01,1995,12,1995-12,NSW,56
1995-12-01,1995,12,1995-12,NT,10
1995-12-01,1995,12,1995-12,QLD,35
1995-12-01,1995,12,1995-12,SA,13
1995-12-01,1995,12,1995-12,TAS,2
1995-12-01,1995,12,1995-12,VIC,46
1995-12-01,1995,12,1995-12,WA,15
1996-01-01,1996,1,1996-01,ACT,1
1996-01-01,1996,1,1996-01,NSW,23
1996-01-01,1996,1,1996-01,NT,6
1996-01-01,1996,1,1996-01,QLD,20
1996-01-01,1996,1,1996-01,SA,18
1996-01-01,1996,1,1996-01,TAS,9
1996-01-01,1996,1,1996-01,VIC,39
1996-01-01,1996,1,1996-01,WA,26
1996-02-01,1996,2,1996-02,ACT,1
1996-02-01,1996,2,1996-02,NSW,49
1996-02-01,1996,2,1996-02,NT,4
1996-02-01,1996,2,1996-02,QLD,28
1996-02-01,1996,2,1996-02,SA,15
1996-02-01,1996,2,1996-02,TAS,7
1996-02-01,1996,2,1996-02,VIC,47
1996-02-01,1996,2,1996-02,WA,19
1996-03-01,1996,3,1996-03,NSW,49
1996-03-01,1996,3,1996-03,NT,3
1996-03-01,1996,3,1996-03,QLD,30
1996-03-01,1996,3,1996-03,SA,17
1996-03-01,1996,3,1996-03,TAS,9
1996-03-01,1996,3,1996-03,VIC,35
1996-03-01,1996,3,1996-03,WA,18
1996-04-01,1996,4,1996-04,ACT,1
1996-04-01,1996,4,1996-04,NSW,62
1996-04-01,1996,4,1996-04,NT,4
1996-04-01,1996,4,1996-04,QLD,16
1996-04-01,1996,4,1996-04,SA,14
1996-04-01,1996,4,1996-04,TAS,11
1996-04-01,1996,4,1996-04,VIC,38
1996-04-01,1996,4,1996-04,WA,22
1996-05-01,1996,5,1996-05,ACT,3
1996-05-01,1996,5,1996-05,NSW,48
1996-05-01,1996,5,1996-05,NT,12
1996-05-01,1996,5,1996-05,QLD,32
1996-05-01,1996,5,1996-05,SA,13
1996-05-01,1996,5,1996-05,TAS,3
1996-05-01,1996,5,1996-05,VIC,28
1996-05-01,1996,5,1996-05,WA,15
1996-06-01,1996,6,1996-06,ACT,2
1996-06-01,1996,6,1996-06,NSW,56
1996-06-01,1996,6,1996-06,NT,1
1996-06-01,1996,6,1996-06,QLD,33
1996-06-01,1996,6,1996-06,SA,19
1996-06-01,1996,6,1996-06,TAS,2
1996-06-01,1996,6,1996-06,VIC,29
1996-06-01,1996,6,1996-06,WA,18
1996-07-01,1996,7,1996-07,NSW,50
1996-07-01,1996,7,1996-07,NT,5
1996-07-01,1996,7,1996-07,QLD,28
1996-07-01,1996,7,1996-07,SA,12
1996-07-01,1996,7,1996-07,TAS,6
1996-07-01,1996,7,1996-07,VIC,30
1996-07-01,1996,7,1996-07,WA,22
1996-08-01,1996,8,1996-08,ACT,3
1996-08-01,1996,8,1996-08,NSW,52
1996-08-01,1996,8,1996-08,NT,18
1996-08-01,1996,8,1996-08,QLD,38
1996-08-01,1996,8,1996-08,SA,22
1996-08-01,1996,8,1996-08,TAS,3
1996-08-01,1996,8,1996-08,VIC,35
1996-08-01,1996,8,1996-08,WA,28
1996-09-01,1996,9,1996-09,ACT,5
1996-09-01,1996,9,1996-09,NSW,43
1996-09-01,1996,9,1996-09,NT,5
1996-09-01,1996,9,1996-09,QLD,37
1996-09-01,1996,9,1996-09,SA,19
1996-09-01,1996,9,1996-09,TAS,4
1996-09-01,1996,9,1996-09,VIC,49
1996-09-01,1996,9,1996-09,WA,16
1996-10-01,1996,10,1996-10,ACT,1
1996-10-01,1996,10,1996-10,NSW,52
1996-10-01,1996,10,1996-10,NT,2
1996-10-01,1996,10,1996-10,QLD,36
1996-10-01,1996,10,1996-10,SA,7
1996-10-01,1996,10,1996-10,TAS,3
1996-10-01,1996,10,1996-10,VIC,24
1996-10-01,1996,10,1996-10,WA,23
1996-11-01,1996,11,1996-11,ACT,4
1996-11-01,1996,11,1996-11,NSW,47
1996-11-01,1996,11,1996-11,NT,3
1996-11-01,1996,11,1996-11,QLD,48
1996-11-01,1996,11,1996-11,SA,12
1996-11-01,1996,11,1996-11,TAS,2
1996-11-01,1996,11,1996-11,VIC,33
1996-11-01,1996,11,1996-11,WA,22
1996-12-01,1996,12,1996-12,ACT,2
1996-12-01,1996,12,1996-12,NSW,50
1996-12-01,1996,12,1996-12,NT,9
1996-12-01,1996,12,1996-12,QLD,39
1996-12-01,1996,12,1996-12,SA,13
1996-12-01,1996,12,1996-12,TAS,5
1996-12-01,1996,12,1996-12,VIC,30
1996-12-01,1996,12,1996-12,WA,18
1997-01-01,1997,1,1997-01,ACT,1
1997-01-01,1997,1,1997-01,NSW,69
1997-01-01,1997,1,1997-01,NT,1
1997-01-01,1997,1,1997-01,QLD,27
1997-01-01,1997,1,1997-01,SA,13
1997-01-01,1997,1,1997-01,TAS,6
1997-01-01,1997,1,1997-01,VIC,36
1997-01-01,1997,1,1997-01,WA,18
1997-02-01,1997,2,1997-02,ACT,1
1997-02-01,1997,2,1997-02,NSW,44
1997-02-01,1997,2,1997-02,NT,3
1997-02-01,1997,2,1997-02,QLD,34
1997-02-01,1997,2,1997-02,SA,9
1997-02-01,1997,2,1997-02,TAS,1
1997-02-01,1997,2,1997-02,VIC,25
1997-02-01,1997,2,1997-02,WA,18
1997-03-01,1997,3,1997-03,ACT,1
1997-03-01,1997,3,1997-03,NSW,39
1997-03-01,1997,3,1997-03,NT,8
1997-03-01,1997,3,1997-03,QLD,31
1997-03-01,1997,3,1997-03,SA,8
1997-03-01,1997,3,1997-03,TAS,3
1997-03-01,1997,3,1997-03,VIC,30
1997-03-01,1997,3,1997-03,WA,20
1997-04-01,1997,4,1997-04,ACT,1
1997-04-01,1997,4,1997-04,NSW,42
1997-04-01,1997,4,1997-04,NT,5
1997-04-01,1997,4,1997-04,QLD,26
1997-04-01,1997,4,1997-04,SA,11
1997-04-01,1997,4,1997-04,TAS,4
1997-04-01,1997,4,1997-04,VIC,30
1997-04-01,1997,4,1997-04,WA,15
1997-05-01,1997,5,1997-05,ACT,1
1997-05-01,1997,5,1997-05,NSW,58
1997-05-01,1997,5,1997-05,NT,6
1997-05-01,1997,5,1997-05,QLD,34
1997-05-01,1997,5,1997-05,SA,12
1997-05-01,1997,5,1997-05,TAS,4
1997-05-01,1997,5,1997-05,VIC,40
1997-05-01,1997,5,1997-05,WA,9
1997-06-01,1997,6,1997-06,NSW,38
1997-06-01,1997,6,1997-06,NT,5
1997-06-01,1997,6,1997-06,QLD,19
1997-06-01,1997,6,1997-06,SA,13
1997-06-01,1997,6,1997-06,TAS,2
1997-06-01,1997,6,1997-06,VIC,22
1997-06-01,1997,6,1997-06,WA,15
1997-07-01,1997,7,1997-07,NSW,53
1997-07-01,1997,7,1997-07,NT,2
1997-07-01,1997,7,1997-07,QLD,32
1997-07-01,1997,7,1997-07,SA,7
1997-07-01,1997,7,1997-07,TAS,1
1997-07-01,1997,7,1997-07,VIC,39
1997-07-01,1997,7,1997-07,WA,21
1997-08-01,1997,8,1997-08,ACT,2
1997-08-01,1997,8,1997-08,NSW,47
1997-08-01,1997,8,1997-08,NT,9
1997-08-01,1997,8,1997-08,QLD,40
1997-08-01,1997,8,1997-08,SA,16
1997-08-01,1997,8,1997-08,TAS,3
1997-08-01,1997,8,1997-08,VIC,26
1997-08-01,1997,8,1997-08,WA,15
1997-09-01,1997,9,1997-09,ACT,2
1997-09-01,1997,9,1997-09,NSW,35
1997-09-01,1997,9,1997-09,NT,3
1997-09-01,1997,9,1997-09,QLD,34
1997-09-01,1997,9,1997-09,SA,12
1997-09-01,1997,9,1997-09,TAS,1
1997-09-01,1997,9,1997-09,VIC,26
1997-09-01,1997,9,1997-09,WA,14
1997-10-01,1997,10,1997-10,ACT,2
1997-10-01,1997,10,1997-10,NSW,47
1997-10-01,1997,10,1997-10,NT,5
1997-10-01,1997,10,1997-10,QLD,27
1997-10-01,1997,10,1997-10,SA,15
1997-10-01,1997,10,1997-10,TAS,4
1997-10-01,1997,10,1997-10,VIC,29
1997-10-01,1997,10,1997-10,WA,20
1997-11-01,1997,11,1997-11,ACT,2
1997-11-01,1997,11,1997-11,NSW,62
1997-11-01,1997,11,1997-11,NT,2
1997-11-01,1997,11,1997-11,QLD,19
1997-11-01,1997,11,1997-11,SA,15
1997-11-01,1997,11,1997-11,VIC,39
1997-11-01,1997,11,1997-11,WA,22
1997-12-01,1997,12,1997-12,ACT,4
1997-12-01,1997,12,1997-12,NSW,42
1997-12-01,1997,12,1997-12,NT,11
1997-12-01,1997,12,1997-12,QLD,37
1997-12-01,1997,12,1997-12,SA,17
1997-12-01,1997,12,1997-12,TAS,3
1997-12-01,1997,12,1997-12,VIC,35
1997-12-01,1997,12,1997-12,WA,10
1998-01-01,1998,1,1998-01,ACT,1
1998-01-01,1998,1,1998-01,NSW,47
1998-01-01,1998,1,1998-01,NT,4
1998-01-01,1998,1,1998-01,QLD,20
1998-01-01,1998,1,1998-01,SA,11
1998-01-01,1998,1,1998-01,TAS,4
1998-01-01,1998,1,1998-01,VIC,29
1998-01-01,1998,1,1998-01,WA,17
1998-02-01,1998,2,1998-02,ACT,3
1998-02-01,1998,2,1998-02,NSW,39
1998-02-01,1998,2,1998-02,NT,8
1998-02-01,1998,2,1998-02,QLD,17
1998-02-01,1998,2,1998-02,SA,27
1998-02-01,1998,2,1998-02,TAS,3
1998-02-01,1998,2,1998-02,VIC,29
1998-02-01,1998,2,1998-02,WA,12
1998-03-01,1998,3,1998-03,ACT,3
1998-03-01,1998,3,1998-03,NSW,61
1998-03-01,1998,3,1998-03,NT,1
1998-03-01,1998,3,1998-03,QLD,21
1998-03-01,1998,3,1998-03,SA,16
1998-03-01,1998,3,1998-03,TAS,7
1998-03-01,1998,3,1998-03,VIC,32
1998-03-01,1998,3,1998-03,WA,15
1998-04-01,1998,4,1998-04,NSW,43
1998-04-01,1998,4,1998-04,NT,8
1998-04-01,1998,4,1998-04,QLD,19
1998-04-01,1998,4,1998-04,SA,16
1998-04-01,1998,4,1998-04,TAS,5
1998-04-01,1998,4,1998-04,VIC,36
1998-04-01,1998,4,1998-04,WA,22
1998-05-01,1998,5,1998-05,ACT,2
1998-05-01,1998,5,1998-05,NSW,58
1998-05-01,1998,5,1998-05,NT,6
1998-05-01,1998,5,1998-05,QLD,14
1998-05-01,1998,5,1998-05,SA,12
1998-05-01,1998,5,1998-05,TAS,5
1998-05-01,1998,5,1998-05,VIC,31
1998-05-01,1998,5,1998-05,WA,20
1998-06-01,1998,6,1998-06,NSW,51
1998-06-01,1998,6,1998-06,NT,4
1998-06-01,1998,6,1998-06,QLD,25
1998-06-01,1998,6,1998-06,SA,16
1998-06-01,1998,6,1998-06,TAS,1
1998-06-01,1998,6,1998-06,VIC,22
1998-06-01,1998,6,1998-06,WA,15
1998-07-01,1998,7,1998-07,ACT,4
1998-07-01,1998,7,1998-07,NSW,36
1998-07-01,1998,7,1998-07,NT,10
1998-07-01,1998,7,1998-07,QLD,33
1998-07-01,1998,7,1998-07,SA,10
1998-07-01,1998,7,1998-07,TAS,2
1998-07-01,1998,7,1998-07,VIC,40
1998-07-01,1998,7,1998-07,WA,21
1998-08-01,1998,8,1998-08,ACT,1
1998-08-01,1998,8,1998-08,NSW,51
1998-08-01,1998,8,1998-08,NT,11
1998-08-01,1998,8,1998-08,QLD,25
1998-08-01,1998,8,1998-08,SA,10
1998-08-01,1998,8,1998-08,TAS,5
1998-08-01,1998,8,1998-08,VIC,19
1998-08-01,1998,8,1998-08,WA,17
1998-09-01,1998,9,1998-09,ACT,3
1998-09-01,1998,9,1998-09,NSW,37
1998-09-01,1998,9,1998-09,NT,6
1998-09-01,1998,9,1998-09,QLD,24
1998-09-01,1998,9,1998-09,SA,13
1998-09-01,1998,9,1998-09,TAS,1
1998-09-01,1998,9,1998-09,VIC,37
1998-09-01,1998,9,1998-09,WA,21
1998-10-01,1998,10,1998-10,ACT,2
1998-10-01,1998,10,1998-10,NSW,47
1998-10-01,1998,10,1998-10,NT,5
1998-10-01,1998,10,1998-10,QLD,20
1998-10-01,1998,10,1998-10,SA,16
1998-10-01,1998,10,1998-10,TAS,2
1998-10-01,1998,10,1998-10,VIC,36
1998-10-01,1998,10,1998-10,WA,22
1998-11-01,1998,11,1998-11,NSW,31
1998-11-01,1998,11,1998-11,NT,3
1998-11-01,1998,11,1998-11,QLD,33
1998-11-01,1998,11,1998-11,SA,10
1998-11-01,1998,11,1998-11,TAS,6
1998-11-01,1998,11,1998-11,VIC,49
1998-11-01,1998,11,1998-11,WA,21
1998-12-01,1998,12,1998-12,ACT,3
1998-12-01,1998,12,1998-12,NSW,55
1998-12-01,1998,12,1998-12,NT,3
1998-12-01,1998,12,1998-12,QLD,28
1998-12-01,1998,12,1998-12,SA,11
1998-12-01,1998,12,1998-12,TAS,7
1998-12-01,1998,12,1998-12,VIC,30
1998-12-01,1998,12,1998-12,WA,20
1999-01-01,1999,1,1999-01,ACT,1
1999-01-01,1999,1,1999-01,NSW,52
1999-01-01,1999,1,1999-01,NT,2
1999-01-01,1999,1,1999-01,QLD,25
1999-01-01,1999,1,1999-01,SA,20
1999-01-01,1999,1,1999-01,TAS,6
1999-01-01,1999,1,1999-01,VIC,32
1999-01-01,1999,1,1999-01,WA,15
1999-02-01,1999,2,1999-02,ACT,3
1999-02-01,1999,2,1999-02,NSW,41
1999-02-01,1999,2,1999-02,NT,6
1999-02-01,1999,2,1999-02,QLD,12
1999-02-01,1999,2,1999-02,SA,12
1999-02-01,1999,2,1999-02,TAS,3
1999-02-01,1999,2,1999-02,VIC,31
1999-02-01,1999,2,1999-02,WA,18
1999-03-01,1999,3,1999-03,ACT,1
1999-03-01,1999,3,1999-03,NSW,61
1999-03-01,1999,3,1999-03,NT,2
1999-03-01,1999,3,1999-03,QLD,27
1999-03-01,1999,3,1999-03,SA,5
1999-03-01,1999,3,1999-03,TAS,6
1999-03-01,1999,3,1999-03,VIC,35
1999-03-01,1999,3,1999-03,WA,18
1999-04-01,1999,4,1999-04,ACT,2
1999-04-01,1999,4,1999-04,NSW,47
1999-04-01,1999,4,1999-04,NT,1
1999-04-01,1999,4,1999-04,QLD,19
1999-04-01,1999,4,1999-04,SA,27
1999-04-01,1999,4,1999-04,TAS,6
1999-04-01,1999,4,1999-04,VIC,35
1999-04-01,1999,4,1999-04,WA,17
1999-05-01,1999,5,1999-05,NSW,60
1999-05-01,1999,5,1999-05,NT,2
1999-05-01,1999,5,1999-05,QLD,30
1999-05-01,1999,5,1999-05,SA,11
1999-05-01,1999,5,1999-05,TAS,6
1999-05-01,1999,5,1999-05,VIC,34
1999-05-01,1999,5,1999-05,WA,14
1999-06-01,1999,6,1999-06,ACT,3
1999-06-01,1999,6,1999-06,NSW,40
1999-06-01,1999,6,1999-06,NT,6
1999-06-01,1999,6,1999-06,QLD,24
1999-06-01,1999,6,1999-06,SA,11
1999-06-01,1999,6,1999-06,TAS,3
1999-06-01,1999,6,1999-06,VIC,24
1999-06-01,1999,6,1999-06,WA,21
1999-07-01,1999,7,1999-07,NSW,39
1999-07-01,1999,7,1999-07,NT,4
1999-07-01,1999,7,1999-07,QLD,32
1999-07-01,1999,7,1999-07,SA,13
1999-07-01,1999,7,1999-07,TAS,2
1999-07-01,1999,7,1999-07,VIC,35
1999-07-01,1999,7,1999-07,WA,13
1999-08-01,1999,8,1999-08,NSW,44
1999-08-01,1999,8,1999-08,NT,7
1999-08-01,1999,8,1999-08,QLD,24
1999-08-01,1999,8,1999-08,SA,5
1999-08-01,1999,8,1999-08,TAS,4
1999-08-01,1999,8,1999-08,VIC,26
1999-08-01,1999,8,1999-08,WA,25
1999-09-01,1999,9,1999-09,ACT,2
1999-09-01,1999,9,1999-09,NSW,52
1999-09-01,1999,9,1999-09,NT,8
1999-09-01,1999,9,1999-09,QLD,30
1999-09-01,1999,9,1999-09,SA,9
1999-09-01,1999,9,1999-09,TAS,4
1999-09-01,1999,9,1999-09,VIC,27
1999-09-01,1999,9,1999-09,WA,25
1999-10-01,1999,10,1999-10,NSW,43
1999-10-01,1999,10,1999-10,NT,5
1999-10-01,1999,10,1999-10,QLD,37
1999-10-01,1999,10,1999-10,SA,14
1999-10-01,1999,10,1999-10,TAS,2
1999-10-01,1999,10,1999-10,VIC,38
1999-10-01,1999,10,1999-10,WA,15
1999-11-01,1999,11,1999-11,ACT,2
1999-11-01,1999,11,1999-11,NSW,48
1999-11-01,1999,11,1999-11,NT,3
1999-11-01,1999,11,1999-11,QLD,28
1999-11-01,1999,11,1999-11,SA,13
1999-11-01,1999,11,1999-11,TAS,8
1999-11-01,1999,11,1999-11,VIC,29
1999-11-01,1999,11,1999-11,WA,23
1999-12-01,1999,12,1999-12,ACT,5
1999-12-01,1999,12,1999-12,NSW,50
1999-12-01,1999,12,1999-12,NT,3
1999-12-01,1999,12,1999-12,QLD,26
1999-12-01,1999,12,1999-12,SA,11
1999-12-01,1999,12,1999-12,TAS,3
1999-12-01,1999,12,1999-12,VIC,37
1999-12-01,1999,12,1999-12,WA,14
2000-01-01,2000,1,2000-01,NSW,50
2000-01-01,2000,1,2000-01,NT,3
2000-01-01,2000,1,2000-01,QLD,30
2000-01-01,2000,1,2000-01,SA,11
2000-01-01,2000,1,2000-01,TAS,4
2000-01-01,2000,1,2000-01,VIC,32
2000-01-01,2000,1,2000-01,WA,16
2000-02-01,2000,2,2000-02,ACT,1
2000-02-01,2000,2,2000-02,NSW,52
2000-02-01,2000,2,2000-02,NT,3
2000-02-01,2000,2,2000-02,QLD,17
2000-02-01,2000,2,2000-02,SA,6
2000-02-01,2000,2,2000-02,TAS,8
2000-02-01,2000,2,2000-02,VIC,26
2000-02-01,2000,2,2000-02,WA,12
2000-03-01,2000,3,2000-03,ACT,2
2000-03-01,2000,3,2000-03,NSW,48
2000-03-01,2000,3,2000-03,NT,4
2000-03-01,2000,3,2000-03,QLD,32
2000-03-01,2000,3,2000-03,SA,15
2000-03-01,2000,3,2000-03,TAS,2
2000-03-01,2000,3,2000-03,VIC,46
2000-03-01,2000,3,2000-03,WA,18
2000-04-01,2000,4,2000-04,NSW,55
2000-04-01,2000,4,2000-04,NT,3
2000-04-01,2000,4,2000-04,QLD,23
2000-04-01,2000,4,2000-04,SA,16
2000-04-01,2000,4,2000-04,TAS,4
2000-04-01,2000,4,2000-04,VIC,32
2000-04-01,2000,4,2000-04,WA,14
2000-05-01,2000,5,2000-05,ACT,1
2000-05-01,2000,5,2000-05,NSW,53
2000-05-01,2000,5,2000-05,NT,4
2000-05-01,2000,5,2000-05,QLD,30
2000-05-01,2000,5,2000-05,SA,18
2000-05-01,2000,5,2000-05,TAS,5
2000-05-01,2000,5,2000-05,VIC,39
2000-05-01,2000,5,2000-05,WA,15
2000-06-01,2000,6,2000-06,ACT,1
2000-06-01,2000,6,2000-06,NSW,48
2000-06-01,2000,6,2000-06,NT,5
2000-06-01,2000,6,2000-06,QLD,20
2000-06-01,2000,6,2000-06,SA,18
2000-06-01,2000,6,2000-06,TAS,1
2000-06-01,2000,6,2000-06,VIC,32
2000-06-01,2000,6,2000-06,WA,22
2000-07-01,2000,7,2000-07,ACT,2
2000-07-01,2000,7,2000-07,NSW,58
2000-07-01,2000,7,2000-07,NT,6
2000-07-01,2000,7,2000-07,QLD,33
2000-07-01,2000,7,2000-07,SA,12
2000-07-01,2000,7,2000-07,TAS,2
2000-07-01,2000,7,2000-07,VIC,33
2000-07-01,2000,7,2000-07,WA,20
2000-08-01,2000,8,2000-08,ACT,1
2000-08-01,2000,8,2000-08,NSW,33
2000-08-01,2000,8,2000-08,NT,5
2000-08-01,2000,8,2000-08,QLD,30
2000-08-01,2000,8,2000-08,SA,12
2000-08-01,2000,8,2000-08,TAS,2
2000-08-01,2000,8,2000-08,VIC,29
2000-08-01,2000,8,2000-08,WA,14
2000-09-01,2000,9,2000-09,ACT,4
2000-09-01,2000,9,2000-09,NSW,50
2000-09-01,2000,9,2000-09,NT,5
2000-09-01,2000,9,2000-09,QLD,26
2000-09-01,2000,9,2000-09,SA,17
2000-09-01,2000,9,2000-09,TAS,3
2000-09-01,2000,9,2000-09,VIC,36
2000-09-01,2000,9,2000-09,WA,20
2000-10-01,2000,10,2000-10,ACT,4
2000-10-01,2000,10,2000-10,NSW,39
2000-10-01,2000,10,2000-10,NT,5
2000-10-01,2000,10,2000-10,QLD,25
2000-10-01,2000,10,2000-10,SA,18
2000-10-01,2000,10,2000-10,TAS,1
2000-10-01,2000,10,2000-10,VIC,29
2000-10-01,2000,10,2000-10,WA,26
2000-11-01,2000,11,2000-11,NSW,49
2000-11-01,2000,11,2000-11,NT,4
2000-11-01,2000,11,2000-11,QLD,26
2000-11-01,2000,11,2000-11,SA,10
2000-11-01,2000,11,2000-11,TAS,5
2000-11-01,2000,11,2000-11,VIC,44
2000-11-01,2000,11,2000-11,WA,18
2000-12-01,2000,12,2000-12,ACT,2
2000-12-01,2000,12,2000-12,NSW,68
2000-12-01,2000,12,2000-12,NT,4
2000-12-01,2000,12,2000-12,QLD,25
2000-12-01,2000,12,2000-12,SA,13
2000-12-01,2000,12,2000-12,TAS,6
2000-12-01,2000,12,2000-12,VIC,29
2000-12-01,2000,12,2000-12,WA,17
2001-01-01,2001,1,2001-01,ACT,2
2001-01-01,2001,1,2001-01,NSW,38
2001-01-01,2001,1,2001-01,NT,3
2001-01-01,2001,1,2001-01,QLD,25
2001-01-01,2001,1,2001-01,SA,7
2001-01-01,2001,1,2001-01,TAS,5
2001-01-01,2001,1,2001-01,VIC,44
2001-01-01,2001,1,2001-01,WA,14
2001-02-01,2001,2,2001-02,ACT,2
2001-02-01,2001,2,2001-02,NSW,39
2001-02-01,2001,2,2001-02,NT,5
2001-02-01,2001,2,2001-02,QLD,17
2001-02-01,2001,2,2001-02,SA,12
2001-02-01,2001,2,2001-02,TAS,8
2001-02-01,2001,2,2001-02,VIC,30
2001-02-01,2001,2,2001-02,WA,10
2001-03-01,2001,3,2001-03,NSW,42
2001-03-01,2001,3,2001-03,NT,2
2001-03-01,2001,3,2001-03,QLD,20
2001-03-01,2001,3,2001-03,SA,16
2001-03-01,2001,3,2001-03,TAS,14
2001-03-01,2001,3,2001-03,VIC,31
2001-03-01,2001,3,2001-03,WA,14
2001-04-01,2001,4,2001-04,NSW,42
2001-04-01,2001,4,2001-04,NT,4
2001-04-01,2001,4,2001-04,QLD,22
2001-04-01,2001,4,2001-04,SA,9
2001-04-01,2001,4,2001-04,TAS,4
2001-04-01,2001,4,2001-04,VIC,32
2001-04-01,2001,4,2001-04,WA,19
2001-05-01,2001,5,2001-05,ACT,2
2001-05-01,2001,5,2001-05,NSW,56
2001-05-01,2001,5,2001-05,NT,4
2001-05-01,2001,5,2001-05,QLD,30
2001-05-01,2001,5,2001-05,SA,10
2001-05-01,2001,5,2001-05,TAS,5
2001-05-01,2001,5,2001-05,VIC,31
2001-05-01,2001,5,2001-05,WA,17
2001-06-01,2001,6,2001-06,ACT,1
2001-06-01,2001,6,2001-06,NSW,35
2001-06-01,2001,6,2001-06,NT,7
2001-06-01,2001,6,2001-06,QLD,30
2001-06-01,2001,6,2001-06,SA,23
2001-06-01,2001,6,2001-06,TAS,7
2001-06-01,2001,6,2001-06,VIC,41
2001-06-01,2001,6,2001-06,WA,10
2001-07-01,2001,7,2001-07,ACT,1
2001-07-01,2001,7,2001-07,NSW,44
2001-07-01,2001,7,2001-07,QLD,36
2001-07-01,2001,7,2001-07,SA,8
2001-07-01,2001,7,2001-07,TAS,2
2001-07-01,2001,7,2001-07,VIC,34
2001-07-01,2001,7,2001-07,WA,17
2001-08-01,2001,8,2001-08,ACT,2
2001-08-01,2001,8,2001-08,NSW,51
2001-08-01,2001,8,2001-08,NT,5
2001-08-01,2001,8,2001-08,QLD,22
2001-08-01,2001,8,2001-08,SA,15
2001-08-01,2001,8,2001-08,TAS,4
2001-08-01,2001,8,2001-08,VIC,37
2001-08-01,2001,8,2001-08,WA,12
2001-09-01,2001,9,2001-09,ACT,2
2001-09-01,2001,9,2001-09,NSW,35
2001-09-01,2001,9,2001-09,NT,5
2001-09-01,2001,9,2001-09,QLD,34
2001-09-01,2001,9,2001-09,SA,14
2001-09-01,2001,9,2001-09,TAS,5
2001-09-01,2001,9,2001-09,VIC,35
2001-09-01,2001,9,2001-09,WA,13
2001-10-01,2001,10,2001-10,NSW,46
2001-10-01,2001,10,2001-10,NT,3
2001-10-01,2001,10,2001-10,QLD,33
2001-10-01,2001,10,2001-10,SA,13
2001-10-01,2001,10,2001-10,TAS,3
2001-10-01,2001,10,2001-10,VIC,51
2001-10-01,2001,10,2001-10,WA,14
2001-11-01,2001,11,2001-11,ACT,1
2001-11-01,2001,11,2001-11,NSW,46
2001-11-01,2001,11,2001-11,NT,4
2001-11-01,2001,11,2001-11,QLD,28
2001-11-01,2001,11,2001-11,SA,14
2001-11-01,2001,11,2001-11,TAS,4
2001-11-01,2001,11,2001-11,VIC,41
2001-11-01,2001,11,2001-11,WA,14
2001-12-01,2001,12,2001-12,ACT,3
2001-12-01,2001,12,2001-12,NSW,50
2001-12-01,2001,12,2001-12,NT,8
2001-12-01,2001,12,2001-12,QLD,27
2001-12-01,2001,12,2001-12,SA,12
2001-12-01,2001,12,2001-12,VIC,37
2001-12-01,2001,12,2001-12,WA,11
2002-01-01,2002,1,2002-01,NSW,39
2002-01-01,2002,1,2002-01,NT,1
2002-01-01,2002,1,2002-01,QLD,23
2002-01-01,2002,1,2002-01,SA,15
2002-01-01,2002,1,2002-01,TAS,3
2002-01-01,2002,1,2002-01,VIC,32
2002-01-01,2002,1,2002-01,WA,7
2002-02-01,2002,2,2002-02,NSW,45
2002-02-01,2002,2,2002-02,NT,5
2002-02-01,2002,2,2002-02,QLD,20
2002-02-01,2002,2,2002-02,SA,9
2002-02-01,2002,2,2002-02,TAS,4
2002-02-01,2002,2,2002-02,VIC,31
2002-02-01,2002,2,2002-02,WA,20
2002-03-01,2002,3,2002-03,NSW,50
2002-03-01,2002,3,2002-03,NT,1
2002-03-01,2002,3,2002-03,QLD,25
2002-03-01,2002,3,2002-03,SA,5
2002-03-01,2002,3,2002-03,TAS,7
2002-03-01,2002,3,2002-03,VIC,45
2002-03-01,2002,3,2002-03,WA,18
2002-04-01,2002,4,2002-04,ACT,1
2002-04-01,2002,4,2002-04,NSW,46
2002-04-01,2002,4,2002-04,NT,4
