month_start,year,month,year_month,state,fatalities
2002-04-01,2002,4,2002-04,QLD,24
2002-04-01,2002,4,2002-04,SA,15
2002-04-01,2002,4,2002-04,TAS,7
2002-04-01,2002,4,2002-04,VIC,31
2002-04-01,2002,4,2002-04,WA,10
2002-05-01,2002,5,2002-05,ACT,2
2002-05-01,2002,5,2002-05,NSW,56
2002-05-01,2002,5,2002-05,NT,5
2002-05-01,2002,5,2002-05,QLD,27
2002-05-01,2002,5,2002-05,SA,12
2002-05-01,2002,5,2002-05,TAS,3
2002-05-01,2002,5,2002-05,VIC,45
2002-05-01,2002,5,2002-05,WA,22
2002-06-01,2002,6,2002-06,ACT,1
2002-06-01,2002,6,2002-06,NSW,57
2002-06-01,2002,6,2002-06,NT,3
2002-06-01,2002,6,2002-06,QLD,20
2002-06-01,2002,6,2002-06,SA,12
2002-06-01,2002,6,2002-06,TAS,2
2002-06-01,2002,6,2002-06,VIC,32
2002-06-01,2002,6,2002-06,WA,13
2002-07-01,2002,7,2002-07,ACT,1
2002-07-01,2002,7,2002-07,NSW,35
2002-07-01,2002,7,2002-07,NT,5
2002-07-01,2002,7,2002-07,QLD,27
2002-07-01,2002,7,2002-07,SA,15
2002-07-01,2002,7,2002-07,TAS,1
2002-07-01,2002,7,2002-07,VIC,27
2002-07-01,2002,7,2002-07,WA,16
2002-08-01,2002,8,2002-08,ACT,3
2002-08-01,2002,8,2002-08,NSW,51
2002-08-01,2002,8,2002-08,NT,7
2002-08-01,2002,8,2002-08,QLD,35
2002-08-01,2002,8,2002-08,SA,6
2002-08-01,2002,8,2002-08,TAS,4
2002-08-01,2002,8,2002-08,VIC,25
2002-08-01,2002,8,2002-08,WA,20
2002-09-01,2002,9,2002-09,NSW,50
2002-09-01,2002,9,2002-09,NT,6
2002-09-01,2002,9,2002-09,QLD,31
2002-09-01,2002,9,2002-09,SA,13
2002-09-01,2002,9,2002-09,TAS,1
2002-09-01,2002,9,2002-09,VIC,31
2002-09-01,2002,9,2002-09,WA,11
2002-10-01,2002,10,2002-10,ACT,1
2002-10-01,2002,10,2002-10,NSW,45
2002-10-01,2002,10,2002-10,NT,4
2002-10-01,2002,10,2002-10,QLD,37
2002-10-01,2002,10,2002-10,SA,15
2002-10-01,2002,10,2002-10,TAS,1
2002-10-01,2002,10,2002-10,VIC,30
2002-10-01,2002,10,2002-10,WA,19
2002-11-01,2002,11,2002-11,ACT,1
2002-11-01,2002,11,2002-11,NSW,43
2002-11-01,2002,11,2002-11,NT,9
2002-11-01,2002,11,2002-11,QLD,30
2002-11-01,2002,11,2002-11,SA,16
2002-11-01,2002,11,2002-11,TAS,3
2002-11-01,2002,11,2002-11,VIC,31
2002-11-01,2002,11,2002-11,WA,14
2002-12-01,2002,12,2002-12,NSW,44
2002-12-01,2002,12,2002-12,NT,5
2002-12-01,2002,12,2002-12,QLD,23
2002-12-01,2002,12,2002-12,SA,21
2002-12-01,2002,12,2002-12,TAS,1
2002-12-01,2002,12,2002-12,VIC,37
2002-12-01,2002,12,2002-12,WA,9
2003-01-01,2003,1,2003-01,NSW,42
2003-01-01,2003,1,2003-01,NT,6
2003-01-01,2003,1,2003-01,QLD,21
2003-01-01,2003,1,2003-01,SA,11
2003-01-01,2003,1,2003-01,TAS,7
2003-01-01,2003,1,2003-01,VIC,21
2003-01-01,2003,1,2003-01,WA,19
2003-02-01,2003,2,2003-02,ACT,3
2003-02-01,2003,2,2003-02,NSW,40
2003-02-01,2003,2,2003-02,NT,2
2003-02-01,2003,2,2003-02,QLD,17
2003-02-01,2003,2,2003-02,SA,14
2003-02-01,2003,2,2003-02,VIC,41
2003-02-01,2003,2,2003-02,WA,12
2003-03-01,2003,3,2003-03,NSW,49
2003-03-01,2003,3,2003-03,NT,4
2003-03-01,2003,3,2003-03,QLD,23
2003-03-01,2003,3,2003-03,SA,17
2003-03-01,2003,3,2003-03,TAS,3
2003-03-01,2003,3,2003-03,VIC,36
2003-03-01,2003,3,2003-03,WA,18
2003-04-01,2003,4,2003-04,NSW,47
2003-04-01,2003,4,2003-04,NT,5
2003-04-01,2003,4,2003-04,QLD,36
2003-04-01,2003,4,2003-04,SA,8
2003-04-01,2003,4,2003-04,TAS,4
2003-04-01,2003,4,2003-04,VIC,28
2003-04-01,2003,4,2003-04,WA,22
2003-05-01,2003,5,2003-05,ACT,1
2003-05-01,2003,5,2003-05,NSW,42
2003-05-01,2003,5,2003-05,NT,3
2003-05-01,2003,5,2003-05,QLD,22
2003-05-01,2003,5,2003-05,SA,12
2003-05-01,2003,5,2003-05,TAS,3
2003-05-01,2003,5,2003-05,VIC,31
2003-05-01,2003,5,2003-05,WA,11
2003-06-01,2003,6,2003-06,ACT,3
2003-06-01,2003,6,2003-06,NSW,32
2003-06-01,2003,6,2003-06,NT,5
2003-06-01,2003,6,2003-06,QLD,37
2003-06-01,2003,6,2003-06,SA,13
2003-06-01,2003,6,2003-06,TAS,5
2003-06-01,2003,6,2003-06,VIC,28
2003-06-01,2003,6,2003-06,WA,13
2003-07-01,2003,7,2003-07,NSW,35
2003-07-01,2003,7,2003-07,NT,4
2003-07-01,2003,7,2003-07,QLD,20
2003-07-01,2003,7,2003-07,SA,12
2003-07-01,2003,7,2003-07,TAS,3
2003-07-01,2003,7,2003-07,VIC,20
2003-07-01,2003,7,2003-07,WA,12
2003-08-01,2003,8,2003-08,NSW,51
2003-08-01,2003,8,2003-08,NT,9
2003-08-01,2003,8,2003-08,QLD,28
2003-08-01,2003,8,2003-08,SA,16
2003-08-01,2003,8,2003-08,TAS,3
2003-08-01,2003,8,2003-08,VIC,23
2003-08-01,2003,8,2003-08,WA,9
2003-09-01,2003,9,2003-09,NSW,40
2003-09-01,2003,9,2003-09,NT,4
2003-09-01,2003,9,2003-09,QLD,25
2003-09-01,2003,9,2003-09,SA,12
2003-09-01,2003,9,2003-09,TAS,2
2003-09-01,2003,9,2003-09,VIC,23
2003-09-01,2003,9,2003-09,WA,14
2003-10-01,2003,10,2003-10,ACT,1
2003-10-01,2003,10,2003-10,NSW,57
2003-10-01,2003,10,2003-10,NT,1
2003-10-01,2003,10,2003-10,QLD,22
2003-10-01,2003,10,2003-10,SA,16
2003-10-01,2003,10,2003-10,TAS,4
2003-10-01,2003,10,2003-10,VIC,24
2003-10-01,2003,10,2003-10,WA,21
2003-11-01,2003,11,2003-11,ACT,1
2003-11-01,2003,11,2003-11,NSW,52
2003-11-01,2003,11,2003-11,NT,6
2003-11-01,2003,11,2003-11,QLD,31
2003-11-01,2003,11,2003-11,SA,10
2003-11-01,2003,11,2003-11,TAS,4
2003-11-01,2003,11,2003-11,VIC,24
2003-11-01,2003,11,2003-11,WA,17
2003-12-01,2003,12,2003-12,ACT,2
2003-12-01,2003,12,2003-12,NSW,52
2003-12-01,2003,12,2003-12,NT,4
2003-12-01,2003,12,2003-12,QLD,28
2003-12-01,2003,12,2003-12,SA,16
2003-12-01,2003,12,2003-12,TAS,3
2003-12-01,2003,12,2003-12,VIC,31
2003-12-01,2003,12,2003-12,WA,12
2004-01-01,2004,1,2004-01,ACT,2
2004-01-01,2004,1,2004-01,NSW,52
2004-01-01,2004,1,2004-01,NT,2
2004-01-01,2004,1,2004-01,QLD,26
2004-01-01,2004,1,2004-01,SA,13
2004-01-01,2004,1,2004-01,TAS,3
2004-01-01,2004,1,2004-01,VIC,32
2004-01-01,2004,1,2004-01,WA,17
2004-02-01,2004,2,2004-02,NSW,44
2004-02-01,2004,2,2004-02,NT,6
2004-02-01,2004,2,2004-02,QLD,12
2004-02-01,2004,2,2004-02,SA,10
2004-02-01,2004,2,2004-02,TAS,10
2004-02-01,2004,2,2004-02,VIC,22
2004-02-01,2004,2,2004-02,WA,13
2004-03-01,2004,3,2004-03,ACT,1
2004-03-01,2004,3,2004-03,NSW,48
2004-03-01,2004,3,2004-03,NT,2
2004-03-01,2004,3,2004-03,QLD,30
2004-03-01,2004,3,2004-03,SA,8
2004-03-01,2004,3,2004-03,TAS,5
2004-03-01,2004,3,2004-03,VIC,30
2004-03-01,2004,3,2004-03,WA,15
2004-04-01,2004,4,2004-04,ACT,1
2004-04-01,2004,4,2004-04,NSW,34
2004-04-01,2004,4,2004-04,NT,1
2004-04-01,2004,4,2004-04,QLD,28
2004-04-01,2004,4,2004-04,SA,10
2004-04-01,2004,4,2004-04,TAS,5
2004-04-01,2004,4,2004-04,VIC,30
2004-04-01,2004,4,2004-04,WA,14
2004-05-01,2004,5,2004-05,NSW,39
2004-05-01,2004,5,2004-05,NT,3
2004-05-01,2004,5,2004-05,QLD,25
2004-05-01,2004,5,2004-05,SA,12
2004-05-01,2004,5,2004-05,TAS,3
2004-05-01,2004,5,2004-05,VIC,46
2004-05-01,2004,5,2004-05,WA,14
2004-06-01,2004,6,2004-06,ACT,1
2004-06-01,2004,6,2004-06,NSW,41
2004-06-01,2004,6,2004-06,NT,3
2004-06-01,2004,6,2004-06,QLD,22
2004-06-01,2004,6,2004-06,SA,14
2004-06-01,2004,6,2004-06,TAS,4
2004-06-01,2004,6,2004-06,VIC,28
2004-06-01,2004,6,2004-06,WA,10
2004-07-01,2004,7,2004-07,ACT,1
2004-07-01,2004,7,2004-07,NSW,44
2004-07-01,2004,7,2004-07,NT,2
2004-07-01,2004,7,2004-07,QLD,28
2004-07-01,2004,7,2004-07,SA,18
2004-07-01,2004,7,2004-07,TAS,3
2004-07-01,2004,7,2004-07,VIC,27
2004-07-01,2004,7,2004-07,WA,16
2004-08-01,2004,8,2004-08,NSW,43
2004-08-01,2004,8,2004-08,NT,3
2004-08-01,2004,8,2004-08,QLD,32
2004-08-01,2004,8,2004-08,SA,12
2004-08-01,2004,8,2004-08,TAS,3
2004-08-01,2004,8,2004-08,VIC,26
2004-08-01,2004,8,2004-08,WA,16
2004-09-01,2004,9,2004-09,ACT,1
2004-09-01,2004,9,2004-09,NSW,35
2004-09-01,2004,9,2004-09,NT,4
2004-09-01,2004,9,2004-09,QLD,21
2004-09-01,2004,9,2004-09,SA,11
2004-09-01,2004,9,2004-09,TAS,7
2004-09-01,2004,9,2004-09,VIC,22
2004-09-01,2004,9,2004-09,WA,21
2004-10-01,2004,10,2004-10,NSW,43
2004-10-01,2004,10,2004-10,NT,2
2004-10-01,2004,10,2004-10,QLD,33
2004-10-01,2004,10,2004-10,SA,15
2004-10-01,2004,10,2004-10,TAS,4
2004-10-01,2004,10,2004-10,VIC,28
2004-10-01,2004,10,2004-10,WA,13
2004-11-01,2004,11,2004-11,ACT,2
2004-11-01,2004,11,2004-11,NSW,47
2004-11-01,2004,11,2004-11,NT,3
2004-11-01,2004,11,2004-11,QLD,28
2004-11-01,2004,11,2004-11,SA,7
2004-11-01,2004,11,2004-11,TAS,9
2004-11-01,2004,11,2004-11,VIC,25
2004-11-01,2004,11,2004-11,WA,10
2004-12-01,2004,12,2004-12,NSW,40
2004-12-01,2004,12,2004-12,NT,4
2004-12-01,2004,12,2004-12,QLD,26
2004-12-01,2004,12,2004-12,SA,9
2004-12-01,2004,12,2004-12,TAS,2
2004-12-01,2004,12,2004-12,VIC,27
2004-12-01,2004,12,2004-12,WA,19
2005-01-01,2005,1,2005-01,ACT,1
2005-01-01,2005,1,2005-01,NSW,35
2005-01-01,2005,1,2005-01,NT,1
2005-01-01,2005,1,2005-01,QLD,17
2005-01-01,2005,1,2005-01,SA,6
2005-01-01,2005,1,2005-01,TAS,4
2005-01-01,2005,1,2005-01,VIC,33
2005-01-01,2005,1,2005-01,WA,14
2005-02-01,2005,2,2005-02,ACT,2
2005-02-01,2005,2,2005-02,NSW,38
2005-02-01,2005,2,2005-02,NT,5
2005-02-01,2005,2,2005-02,QLD,21
2005-02-01,2005,2,2005-02,SA,9
2005-02-01,2005,2,2005-02,TAS,2
2005-02-01,2005,2,2005-02,VIC,27
2005-02-01,2005,2,2005-02,WA,14
2005-03-01,2005,3,2005-03,ACT,1
2005-03-01,2005,3,2005-03,NSW,37
2005-03-01,2005,3,2005-03,NT,4
2005-03-01,2005,3,2005-03,QLD,24
2005-03-01,2005,3,2005-03,SA,27
2005-03-01,2005,3,2005-03,TAS,2
2005-03-01,2005,3,2005-03,VIC,47
2005-03-01,2005,3,2005-03,WA,14
2005-04-01,2005,4,2005-04,ACT,4
2005-04-01,2005,4,2005-04,NSW,45
2005-04-01,2005,4,2005-04,NT,4
2005-04-01,2005,4,2005-04,QLD,32
2005-04-01,2005,4,2005-04,SA,10
2005-04-01,2005,4,2005-04,VIC,21
2005-04-01,2005,4,2005-04,WA,18
2005-05-01,2005,5,2005-05,ACT,3
2005-05-01,2005,5,2005-05,NSW,56
2005-05-01,2005,5,2005-05,NT,1
2005-05-01,2005,5,2005-05,QLD,21
2005-05-01,2005,5,2005-05,SA,14
2005-05-01,2005,5,2005-05,TAS,8
2005-05-01,2005,5,2005-05,VIC,29
2005-05-01,2005,5,2005-05,WA,12
2005-06-01,2005,6,2005-06,NSW,40
2005-06-01,2005,6,2005-06,NT,7
2005-06-01,2005,6,2005-06,QLD,29
2005-06-01,2005,6,2005-06,SA,7
2005-06-01,2005,6,2005-06,TAS,9
2005-06-01,2005,6,2005-06,VIC,23
2005-06-01,2005,6,2005-06,WA,7
2005-07-01,2005,7,2005-07,ACT,6
2005-07-01,2005,7,2005-07,NSW,50
2005-07-01,2005,7,2005-07,NT,5
2005-07-01,2005,7,2005-07,QLD,22
2005-07-01,2005,7,2005-07,SA,17
2005-07-01,2005,7,2005-07,VIC,30
2005-07-01,2005,7,2005-07,WA,10
2005-08-01,2005,8,2005-08,ACT,1
2005-08-01,2005,8,2005-08,NSW,40
2005-08-01,2005,8,2005-08,NT,7
2005-08-01,2005,8,2005-08,QLD,42
2005-08-01,2005,8,2005-08,SA,14
2005-08-01,2005,8,2005-08,TAS,3
2005-08-01,2005,8,2005-08,VIC,25
2005-08-01,2005,8,2005-08,WA,19
2005-09-01,2005,9,2005-09,ACT,3
2005-09-01,2005,9,2005-09,NSW,44
2005-09-01,2005,9,2005-09,NT,8
2005-09-01,2005,9,2005-09,QLD,25
2005-09-01,2005,9,2005-09,SA,8
2005-09-01,2005,9,2005-09,TAS,5
2005-09-01,2005,9,2005-09,VIC,25
2005-09-01,2005,9,2005-09,WA,18
2005-10-01,2005,10,2005-10,ACT,2
2005-10-01,2005,10,2005-10,NSW,40
2005-10-01,2005,10,2005-10,NT,3
2005-10-01,2005,10,2005-10,QLD,30
2005-10-01,2005,10,2005-10,SA,8
2005-10-01,2005,10,2005-10,TAS,4
2005-10-01,2005,10,2005-10,VIC,33
2005-10-01,2005,10,2005-10,WA,9
2005-11-01,2005,11,2005-11,ACT,2
2005-11-01,2005,11,2005-11,NSW,37
2005-11-01,2005,11,2005-11,NT,5
2005-11-01,2005,11,2005-11,QLD,30
2005-11-01,2005,11,2005-11,SA,14
2005-11-01,2005,11,2005-11,TAS,6
2005-11-01,2005,11,2005-11,VIC,17
2005-11-01,2005,11,2005-11,WA,13
2005-12-01,2005,12,2005-12,ACT,1
2005-12-01,2005,12,2005-12,NSW,46
2005-12-01,2005,12,2005-12,NT,5
2005-12-01,2005,12,2005-12,QLD,37
2005-12-01,2005,12,2005-12,SA,14
2005-12-01,2005,12,2005-12,TAS,8
2005-12-01,2005,12,2005-12,VIC,36
2005-12-01,2005,12,2005-12,WA,15
2006-01-01,2006,1,2006-01,NSW,57
2006-01-01,2006,1,2006-01,NT,1
2006-01-01,2006,1,2006-01,QLD,29
2006-01-01,2006,1,2006-01,SA,13
2006-01-01,2006,1,2006-01,TAS,5
2006-01-01,2006,1,2006-01,VIC,24
2006-01-01,2006,1,2006-01,WA,26
2006-02-01,2006,2,2006-02,ACT,2
2006-02-01,2006,2,2006-02,NSW,39
2006-02-01,2006,2,2006-02,NT,2
2006-02-01,2006,2,2006-02,QLD,20
2006-02-01,2006,2,2006-02,SA,8
2006-02-01,2006,2,2006-02,TAS,7
2006-02-01,2006,2,2006-02,VIC,37
2006-02-01,2006,2,2006-02,WA,12
2006-03-01,2006,3,2006-03,NSW,54
2006-03-01,2006,3,2006-03,NT,2
2006-03-01,2006,3,2006-03,QLD,25
2006-03-01,2006,3,2006-03,SA,12
2006-03-01,2006,3,2006-03,TAS,3
2006-03-01,2006,3,2006-03,VIC,23
2006-03-01,2006,3,2006-03,WA,12
2006-04-01,2006,4,2006-04,NSW,49
2006-04-01,2006,4,2006-04,NT,5
2006-04-01,2006,4,2006-04,QLD,26
2006-04-01,2006,4,2006-04,SA,10
2006-04-01,2006,4,2006-04,VIC,23
2006-04-01,2006,4,2006-04,WA,11
2006-05-01,2006,5,2006-05,ACT,1
2006-05-01,2006,5,2006-05,NSW,37
2006-05-01,2006,5,2006-05,NT,2
2006-05-01,2006,5,2006-05,QLD,29
2006-05-01,2006,5,2006-05,SA,12
2006-05-01,2006,5,2006-05,TAS,9
2006-05-01,2006,5,2006-05,VIC,27
2006-05-01,2006,5,2006-05,WA,15
2006-06-01,2006,6,2006-06,ACT,1
2006-06-01,2006,6,2006-06,NSW,43
2006-06-01,2006,6,2006-06,NT,3
2006-06-01,2006,6,2006-06,QLD,27
2006-06-01,2006,6,2006-06,SA,16
2006-06-01,2006,6,2006-06,TAS,6
2006-06-01,2006,6,2006-06,VIC,23
2006-06-01,2006,6,2006-06,WA,17
2006-07-01,2006,7,2006-07,NSW,34
2006-07-01,2006,7,2006-07,NT,6
2006-07-01,2006,7,2006-07,QLD,25
2006-07-01,2006,7,2006-07,SA,8
2006-07-01,2006,7,2006-07,TAS,1
2006-07-01,2006,7,2006-07,VIC,25
2006-07-01,2006,7,2006-07,WA,16
2006-08-01,2006,8,2006-08,ACT,2
2006-08-01,2006,8,2006-08,NSW,34
2006-08-01,2006,8,2006-08,NT,11
2006-08-01,2006,8,2006-08,QLD,28
2006-08-01,2006,8,2006-08,SA,8
2006-08-01,2006,8,2006-08,TAS,3
2006-08-01,2006,8,2006-08,VIC,22
2006-08-01,2006,8,2006-08,WA,19
2006-09-01,2006,9,2006-09,ACT,1
2006-09-01,2006,9,2006-09,NSW,33
2006-09-01,2006,9,2006-09,NT,1
2006-09-01,2006,9,2006-09,QLD,32
2006-09-01,2006,9,2006-09,SA,8
2006-09-01,2006,9,2006-09,TAS,5
2006-09-01,2006,9,2006-09,VIC,43
2006-09-01,2006,9,2006-09,WA,16
2006-10-01,2006,10,2006-10,ACT,2
2006-10-01,2006,10,2006-10,NSW,42
2006-10-01,2006,10,2006-10,NT,5
2006-10-01,2006,10,2006-10,QLD,29
2006-10-01,2006,10,2006-10,SA,4
2006-10-01,2006,10,2006-10,TAS,2
2006-10-01,2006,10,2006-10,VIC,20
2006-10-01,2006,10,2006-10,WA,17
2006-11-01,2006,11,2006-11,ACT,1
2006-11-01,2006,11,2006-11,NSW,38
2006-11-01,2006,11,2006-11,NT,4
2006-11-01,2006,11,2006-11,QLD,30
2006-11-01,2006,11,2006-11,SA,8
2006-11-01,2006,11,2006-11,TAS,9
2006-11-01,2006,11,2006-11,VIC,31
2006-11-01,2006,11,2006-11,WA,16
2006-12-01,2006,12,2006-12,ACT,3
2006-12-01,2006,12,2006-12,NSW,36
2006-12-01,2006,12,2006-12,NT,3
2006-12-01,2006,12,2006-12,QLD,35
2006-12-01,2006,12,2006-12,SA,10
2006-12-01,2006,12,2006-12,TAS,5
2006-12-01,2006,12,2006-12,VIC,39
2006-12-01,2006,12,2006-12,WA,23
2007-01-01,2007,1,2007-01,NSW,34
2007-01-01,2007,1,2007-01,NT,5
2007-01-01,2007,1,2007-01,QLD,21
2007-01-01,2007,1,2007-01,SA,12
2007-01-01,2007,1,2007-01,TAS,5
2007-01-01,2007,1,2007-01,VIC,23
2007-01-01,2007,1,2007-01,WA,32
2007-02-01,2007,2,2007-02,ACT,1
2007-02-01,2007,2,2007-02,NSW,30
2007-02-01,2007,2,2007-02,NT,3
2007-02-01,2007,2,2007-02,QLD,36
2007-02-01,2007,2,2007-02,SA,9
2007-02-01,2007,2,2007-02,TAS,4
2007-02-01,2007,2,2007-02,VIC,23
2007-02-01,2007,2,2007-02,WA,15
2007-03-01,2007,3,2007-03,ACT,1
2007-03-01,2007,3,2007-03,NSW,42
2007-03-01,2007,3,2007-03,NT,2
2007-03-01,2007,3,2007-03,QLD,30
2007-03-01,2007,3,2007-03,SA,10
2007-03-01,2007,3,2007-03,TAS,5
2007-03-01,2007,3,2007-03,VIC,32
2007-03-01,2007,3,2007-03,WA,27
2007-04-01,2007,4,2007-04,ACT,3
2007-04-01,2007,4,2007-04,NSW,47
2007-04-01,2007,4,2007-04,NT,1
2007-04-01,2007,4,2007-04,QLD,25
2007-04-01,2007,4,2007-04,SA,14
2007-04-01,2007,4,2007-04,TAS,11
2007-04-01,2007,4,2007-04,VIC,25
2007-04-01,2007,4,2007-04,WA,10
2007-05-01,2007,5,2007-05,ACT,1
2007-05-01,2007,5,2007-05,NSW,31
2007-05-01,2007,5,2007-05,NT,3
2007-05-01,2007,5,2007-05,QLD,41
2007-05-01,2007,5,2007-05,SA,8
2007-05-01,2007,5,2007-05,TAS,2
2007-05-01,2007,5,2007-05,VIC,26
2007-05-01,2007,5,2007-05,WA,21
2007-06-01,2007,6,2007-06,ACT,2
2007-06-01,2007,6,2007-06,NSW,41
2007-06-01,2007,6,2007-06,NT,7
2007-06-01,2007,6,2007-06,QLD,34
2007-06-01,2007,6,2007-06,SA,5
2007-06-01,2007,6,2007-06,TAS,4
2007-06-01,2007,6,2007-06,VIC,28
2007-06-01,2007,6,2007-06,WA,11
2007-07-01,2007,7,2007-07,ACT,1
2007-07-01,2007,7,2007-07,NSW,41
2007-07-01,2007,7,2007-07,NT,6
2007-07-01,2007,7,2007-07,QLD,29
2007-07-01,2007,7,2007-07,SA,7
2007-07-01,2007,7,2007-07,TAS,4
2007-07-01,2007,7,2007-07,VIC,28
2007-07-01,2007,7,2007-07,WA,18
2007-08-01,2007,8,2007-08,ACT,2
2007-08-01,2007,8,2007-08,NSW,30
2007-08-01,2007,8,2007-08,NT,6
2007-08-01,2007,8,2007-08,QLD,37
2007-08-01,2007,8,2007-08,SA,11
2007-08-01,2007,8,2007-08,TAS,2
2007-08-01,2007,8,2007-08,VIC,20
2007-08-01,2007,8,2007-08,WA,20
2007-09-01,2007,9,2007-09,NSW,32
2007-09-01,2007,9,2007-09,NT,4
2007-09-01,2007,9,2007-09,QLD,31
2007-09-01,2007,9,2007-09,SA,10
2007-09-01,2007,9,2007-09,TAS,1
2007-09-01,2007,9,2007-09,VIC,23
2007-09-01,2007,9,2007-09,WA,19
2007-10-01,2007,10,2007-10,ACT,1
2007-10-01,2007,10,2007-10,NSW,33
2007-10-01,2007,10,2007-10,NT,7
2007-10-01,2007,10,2007-10,QLD,23
2007-10-01,2007,10,2007-10,SA,11
2007-10-01,2007,10,2007-10,TAS,1
2007-10-01,2007,10,2007-10,VIC,37
2007-10-01,2007,10,2007-10,WA,16
2007-11-01,2007,11,2007-11,ACT,1
2007-11-01,2007,11,2007-11,NSW,37
2007-11-01,2007,11,2007-11,NT,4
2007-11-01,2007,11,2007-11,QLD,28
2007-11-01,2007,11,2007-11,SA,13
2007-11-01,2007,11,2007-11,TAS,2
2007-11-01,2007,11,2007-11,VIC,26
2007-11-01,2007,11,2007-11,WA,20
2007-12-01,2007,12,2007-12,ACT,1
2007-12-01,2007,12,2007-12,NSW,37
2007-12-01,2007,12,2007-12,NT,10
2007-12-01,2007,12,2007-12,QLD,25
2007-12-01,2007,12,2007-12,SA,14
2007-12-01,2007,12,2007-12,TAS,4
2007-12-01,2007,12,2007-12,VIC,41
2007-12-01,2007,12,2007-12,WA,26
2008-01-01,2008,1,2008-01,ACT,1
2008-01-01,2008,1,2008-01,NSW,28
2008-01-01,2008,1,2008-01,NT,2
2008-01-01,2008,1,2008-01,QLD,28
2008-01-01,2008,1,2008-01,SA,5
2008-01-01,2008,1,2008-01,TAS,5
2008-01-01,2008,1,2008-01,VIC,28
2008-01-01,2008,1,2008-01,WA,15
2008-02-01,2008,2,2008-02,ACT,1
2008-02-01,2008,2,2008-02,NSW,29
2008-02-01,2008,2,2008-02,NT,5
2008-02-01,2008,2,2008-02,QLD,24
2008-02-01,2008,2,2008-02,SA,9
2008-02-01,2008,2,2008-02,TAS,3
2008-02-01,2008,2,2008-02,VIC,20
2008-02-01,2008,2,2008-02,WA,12
2008-03-01,2008,3,2008-03,NSW,29
2008-03-01,2008,3,2008-03,NT,4
2008-03-01,2008,3,2008-03,QLD,28
2008-03-01,2008,3,2008-03,SA,7
2008-03-01,2008,3,2008-03,TAS,7
2008-03-01,2008,3,2008-03,VIC,37
2008-03-01,2008,3,2008-03,WA,22
2008-04-01,2008,4,2008-04,ACT,1
2008-04-01,2008,4,2008-04,NSW,26
2008-04-01,2008,4,2008-04,NT,4
2008-04-01,2008,4,2008-04,QLD,26
2008-04-01,2008,4,2008-04,SA,9
2008-04-01,2008,4,2008-04,TAS,3
2008-04-01,2008,4,2008-04,VIC,25
2008-04-01,2008,4,2008-04,WA,14
2008-05-01,2008,5,2008-05,ACT,2
2008-05-01,2008,5,2008-05,NSW,24
2008-05-01,2008,5,2008-05,NT,10
2008-05-01,2008,5,2008-05,QLD,21
2008-05-01,2008,5,2008-05,SA,5
2008-05-01,2008,5,2008-05,TAS,4
2008-05-01,2008,5,2008-05,VIC,25
2008-05-01,2008,5,2008-05,WA,17
2008-06-01,2008,6,2008-06,ACT,3
2008-06-01,2008,6,2008-06,NSW,30
2008-06-01,2008,6,2008-06,NT,7
2008-06-01,2008,6,2008-06,QLD,31
2008-06-01,2008,6,2008-06,SA,6
2008-06-01,2008,6,2008-06,TAS,5
2008-06-01,2008,6,2008-06,VIC,20
2008-06-01,2008,6,2008-06,WA,22
2008-07-01,2008,7,2008-07,ACT,1
2008-07-01,2008,7,2008-07,NSW,34
2008-07-01,2008,7,2008-07,NT,7
2008-07-01,2008,7,2008-07,QLD,32
2008-07-01,2008,7,2008-07,SA,8
2008-07-01,2008,7,2008-07,TAS,2
2008-07-01,2008,7,2008-07,VIC,27
2008-07-01,2008,7,2008-07,WA,13
2008-08-01,2008,8,2008-08,ACT,3
2008-08-01,2008,8,2008-08,NSW,35
2008-08-01,2008,8,2008-08,NT,10
2008-08-01,2008,8,2008-08,QLD,34
2008-08-01,2008,8,2008-08,SA,11
2008-08-01,2008,8,2008-08,TAS,1
2008-08-01,2008,8,2008-08,VIC,27
2008-08-01,2008,8,2008-08,WA,18
2008-09-01,2008,9,2008-09,ACT,1
2008-09-01,2008,9,2008-09,NSW,33
2008-09-01,2008,9,2008-09,NT,8
2008-09-01,2008,9,2008-09,QLD,25
2008-09-01,2008,9,2008-09,SA,14
2008-09-01,2008,9,2008-09,VIC,18
2008-09-01,2008,9,2008-09,WA,11
2008-10-01,2008,10,2008-10,NSW,39
2008-10-01,2008,10,2008-10,NT,9
2008-10-01,2008,10,2008-10,QLD,26
2008-10-01,2008,10,2008-10,SA,6
2008-10-01,2008,10,2008-10,TAS,2
2008-10-01,2008,10,2008-10,VIC,25
2008-10-01,2008,10,2008-10,WA,18
2008-11-01,2008,11,2008-11,NSW,31
2008-11-01,2008,11,2008-11,NT,5
2008-11-01,2008,11,2008-11,QLD,23
2008-11-01,2008,11,2008-11,SA,9
2008-11-01,2008,11,2008-11,TAS,1
2008-11-01,2008,11,2008-11,VIC,26
2008-11-01,2008,11,2008-11,WA,21
2008-12-01,2008,12,2008-12,ACT,1
2008-12-01,2008,12,2008-12,NSW,36
2008-12-01,2008,12,2008-12,NT,4
2008-12-01,2008,12,2008-12,QLD,30
2008-12-01,2008,12,2008-12,SA,10
2008-12-01,2008,12,2008-12,TAS,6
2008-12-01,2008,12,2008-12,VIC,25
2008-12-01,2008,12,2008-12,WA,22
2009-01-01,2009,1,2009-01,NSW,26
